"captured_at_local","evidence_file","match_family","primary_name","primary_id","classification","notes"
"2026-06-16T18:05:55-03:00","DATAVERSE_SOLUTIONS_LIVE_20260616.csv","MDe","CRMDesigners","9b30ea87-9db7-4dd4-945f-64ce207261fa","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_SOLUTIONS_LIVE_20260616.csv","GestordeCopilotos","GestordeCopilotos","ff454097-10e4-f011-8406-00224802e86d","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_SOLUTIONS_LIVE_20260616.csv","MDE","MDE","f594c7be-5fe4-f011-8406-00224802e86d","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_SOLUTIONS_LIVE_20260616.csv","SharePoint","msdyn_SharePointAuthInfraComponents","451ffd48-8c91-4962-8394-8d7994181b5d","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_SOLUTIONS_LIVE_20260616.csv","SharePoint","msdyn_SharePointIntegration","03b1858a-8bca-46d8-be17-c3fa1d901163","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_SOLUTIONS_LIVE_20260616.csv","sistema","msdyn_SystemAppActions","10d7fb45-0c78-4e52-89b3-25a474eea344","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_SOLUTIONS_LIVE_20260616.csv","SharePoint","PowerAppsSharePointAuthInfraApp_Anchor","d6f147d6-aab9-4f14-b44d-2f9ef43830d7","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_SOLUTIONS_LIVE_20260616.csv","SharePoint","PowerAppsSharePointIntegrationApp_Anchor","8fa21156-8dca-4bde-b9c8-7a272253d49a","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_SOLUTIONS_LIVE_20260616.csv","sdu","sdu_runtime_control_plane","6f6acd76-5467-f111-ab0d-00224805f8f9","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_SOLUTIONS_LIVE_20260616.csv","SDU","SDUCapabilityControlPlane","f427dbab-2e5f-f111-a826-00224805f8f9","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_SOLUTIONS_LIVE_20260616.csv","SPGovernance","SPGovernanceModel","9e0ad08a-ac24-f111-88b3-000d3a34016d","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_SOLUTIONS_LIVE_20260616.csv","sistema","System","fd140aad-4df4-11dd-bd17-0019b9312238","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
